DISPLAY_NA,WARD_NAME,WARD_NO,date,maximum_2m_air_temperature,minimum_2m_air_temperature
"Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru",Lakshmi Devi Nagar,42,2010-10-01T00:00:00,301.3983459,288.8221436
"0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru",Laggere,69,2010-10-01T00:00:00,301.3984656,288.8223571
"Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru",Kottegepalya,73,2010-10-01T00:00:00,301.5456899,289.0850612
"Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru",Shettihalli,12,2010-10-01T00:00:00,301.3987349,288.823364
"3rd Main, Shetty Halli, Jalahalli West, Bengaluru",Mallasandra,13,2010-10-01T00:00:00,301.3983459,288.8221436
"Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru",Bagalakunte,14,2010-10-01T00:00:00,301.4395345,288.9513763
"0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru",T Dasarahalli,15,2010-10-01T00:00:00,301.3983459,288.8221436
"Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru",Chokkasandra,39,2010-10-01T00:00:00,301.4162656,288.878368
"400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru",Peenya Industrial Area,41,2010-10-01T00:00:00,301.4095643,288.8573422
"2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru",Rajagopal Nagar,70,2010-10-01T00:00:00,301.4140497,288.8501649
"6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru",Hegganahalli,71,2010-10-01T00:00:00,301.4807319,289.0058271
"Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru",Vrisabhavathi Nagar,102,2010-10-01T00:00:00,301.5519104,289.0961609
"0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru",Nandini Layout,43,2010-10-01T00:00:00,301.3983459,288.8221436
"500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru",Marappana Palya,44,2010-10-01T00:00:00,301.3983459,288.8221436
"Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru",Nagapura,67,2010-10-01T00:00:00,301.4238454,288.8676442
"0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru",Mahalakshimpuram,68,2010-10-01T00:00:00,301.3983459,288.8221436
"Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru",Shakthi Ganapathi Nagar,74,2010-10-01T00:00:00,301.5519104,289.0961609
"100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru",Shankar Matt,75,2010-10-01T00:00:00,301.4765141,288.9616252
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,2010-10-01T00:00:00,301.4090858,288.8413076
"500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru",Mattikere,36,2010-10-01T00:00:00,301.3983459,288.8221436
"18, Malleshwaram West, Bengaluru",Malleswaram,45,2010-10-01T00:00:00,301.3983459,288.8221436
"0 DB Street, M V Block, Guttahalli, Bengaluru",Rajamahal Guttahalli,64,2010-10-01T00:00:00,301.4373785,288.8917925
"49, Malleshwaram West, Bengaluru",Kadu Malleshwar Ward,65,2010-10-01T00:00:00,301.43454,288.8867275
"2500 1st Main Road, E block, 2nd Stage, Rajaji Nagar, Bengaluru",Subramanya Nagar,66,2010-10-01T00:00:00,301.3983459,288.8221436
"0 2nd Cross Road, Srirampura, Bengaluru",Gayithri Nagar,76,2010-10-01T00:00:00,301.5252346,289.0485612
"400 8th Cross Road, RMV 2nd Stage, Dollars Colony, R.M.V. 2nd Stage, Bengaluru",Radhakrishna Temple Ward,18,2010-10-01T00:00:00,301.3983459,288.8221436
"0 6th B Cross Road, RMV, Stage 2, Sanjaynagar, Bengaluru",Sanjaya Nagar,19,2010-10-01T00:00:00,301.3983459,288.8221436
"Unnamed Road, Sanjaynagar, Bengaluru",Ganga Nagar,20,2010-10-01T00:00:00,301.3983459,288.8221436
"Siroya Environ, Chola Nagar, Anandnagar, Hebbal, Bengaluru",Hebbala,21,2010-10-01T00:00:00,301.3983459,288.8221436
"Bhuwana Siri Apartments, 10th A Cross Road, Kanaka Nagar, Hebbal, Bengaluru",Vishwanath Nagenahalli,22,2010-10-01T00:00:00,301.3983459,288.8221436
"557, Dinnur, Hebbal, Bengaluru",Manorayanapalya,33,2010-10-01T00:00:00,301.3983459,288.8221436
"Mandenda Nilayam, 5th Main Road, Ganga Nagar Extension, Ganga Nagar, Bengaluru",Gangenahalli,34,2010-10-01T00:00:00,301.3983459,288.8221436
"300 14th Cross Road, 2nd Block, RT Nagar, Bengaluru",Jayachamarajendra Nagar,46,2010-10-01T00:00:00,301.3983459,288.8221436
"400 Masjid Road, Kushal Nagar, Kadugondanahalli, Bengaluru",Kushal Nagar,31,2010-10-01T00:00:00,301.3983459,288.8221436
"1085, Shampura, Kaval Bairasandra, Bengaluru",Kaval Bairasandra,32,2010-10-01T00:00:00,301.3983459,288.8221436
"null4th Cross Road, Modi Garden, Kaval Bairasandra, Bengaluru",Devara Jeevanahalli,47,2010-10-01T00:00:00,301.3983459,288.8221436
"100 3rd Cross Road, Dubai Layout, Amar layout, Kaval Bairasandra, Bengaluru",Muneshwara Nagar,48,2010-10-01T00:00:00,301.3983459,288.8221436
"0 Davis Road, Sagayapura, Richards Town, Bengaluru",Sagayarapuram,60,2010-10-01T00:00:00,301.3983459,288.8221436
"Masjid e Taqwa, S K Garden, Wahid Garden, Benson Town, Bengaluru",S K Garden,61,2010-10-01T00:00:00,301.409403,288.8418735
"0 Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru",Pulikeshinagar,78,2010-10-01T00:00:00,301.5345462,289.0651766
"creative elegance, 2nd A Cross, Vyalikaval HBCS Layout, Nagavara, Bengaluru",Nagavara,23,2010-10-01T00:00:00,301.3983459,288.8221436
"SRI NILAYAM #574, 15th Main Road, 5th Block, Telecom Layout, HBR Layout, Bengaluru",HBR Layout,24,2010-10-01T00:00:00,301.3983459,288.8221436
"800 2nd Cross Road, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru",Banasavadi,27,2010-10-01T00:00:00,301.3983459,288.8221436
"MM Buildings, Kammanahalli Main Road, Ramaswamipalya, Lingarajapuram, Bengaluru",Kammanahalli,28,2010-10-01T00:00:00,301.3983459,288.8221436
"300 3rd Cross Road, Indra Nagar, Kacharakanahalli, Bengaluru",Kacharkanahalli,29,2010-10-01T00:00:00,301.3983459,288.8221436
"0 5th Cross Road, Vinobha Nagar, Kadugondanahalli, Bengaluru",Kadugondanahalli,30,2010-10-01T00:00:00,301.3983459,288.8221436
"0 Lokesh Tent Main Road, Lingarajapura Village, Lingarajapuram, Bengaluru",Lingarajapura,49,2010-10-01T00:00:00,301.3983459,288.8221436
"Saijothi, 1st Cross Road, D Costa Layout, Cooke Town, Bengaluru",Maruthi Seva Nagar,59,2010-10-01T00:00:00,301.4784948,288.9651596
"Oxford Spires, Rustum Bagh Main Road, Rustam Bagh Layout, Bengaluru",Konena Agrahara,113,2010-10-01T00:00:00,301.5519104,289.0961609
"0 1st Cross Road, Sadanandanagar, Bennigana Halli, Bengaluru",Benniganahalli,50,2010-10-01T00:00:00,301.4783067,288.964824
"C6/10, C6/10, 1st Phase, C V Raman Nagar, Bengaluru",C V Raman Nagar,57,2010-10-01T00:00:00,301.5519104,289.0961609
"Lalit Residency, 1st Cross Street, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru",New Tippasandara,58,2010-10-01T00:00:00,301.5519104,289.0961609
"Saint Johns Church Cemetry Road, Kalhalli, Ulsoor, Bengaluru",Sarvagna Nagar,79,2010-10-01T00:00:00,301.5519104,289.0961609
"25/6, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru",Hoysala Nagar,80,2010-10-01T00:00:00,301.5519104,289.0961609
"Pavan Enclave, 16th B Main Road, HAL 2nd Stage, Kodihalli, Bengaluru",Jeevanbhima Nagar,88,2010-10-01T00:00:00,301.5519104,289.0961609
"0 Doctor Ambedkar Veedhi, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru",Sampangiram Nagar,110,2010-10-01T00:00:00,301.5519104,289.0961609
"0 3rd Cross Road, Munimarappa Garden, J.C.Nagar, Bengaluru",Ramaswamy Palya,62,2010-10-01T00:00:00,301.3983459,288.8221436
"1st Cross Road, Nandi Durga Road Extension, Jayamahal, Bengaluru",Jayamahal,63,2010-10-01T00:00:00,301.5262045,289.0502918
"Kensington Road, Ulsoor, Bengaluru",Halsoor,90,2010-10-01T00:00:00,301.5519104,289.0961609
"0 Fruit Street Road, 1st Block, Bharati Nagar, Shivaji Nagar, Bengaluru",Bharathi Nagar,91,2010-10-01T00:00:00,301.5519104,289.0961609
"Barkat Manzil, Sulthangunta, Shivaji Nagar, Bengaluru",Shivaji Nagar,92,2010-10-01T00:00:00,301.5519104,289.0961609
"0 Sankey Road, Abshot Layout, Vasanth Nagar, Bengaluru",Vasanth Nagar,93,2010-10-01T00:00:00,301.5519104,289.0961609
"0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru",Shantala Nagar,111,2010-10-01T00:00:00,301.5519104,289.0961609
"0 12th Cross Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru",Domlur,112,2010-10-01T00:00:00,301.5519104,289.0961609
"Intermediate Ring Road, Ejipura, Bengaluru",Agaram,114,2010-10-01T00:00:00,301.5519104,289.0961609
"100 Lower Agaram Road, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru",Vannarpet,115,2010-10-01T00:00:00,301.5519104,289.0961609
"Rose Garden 7th A Cross, Rose Garden, Richard Xavier's colony, Neelasandra, Bengaluru",Nilasandra,116,2010-10-01T00:00:00,301.5519104,289.0961609
"0 Hosur Road, Langford Town, Shanti Nagar, Bengaluru",Shanthi Nagar,117,2010-10-01T00:00:00,301.5519104,289.0961609
"0 4th Main Road, Lingayana Palya, Jogupalya, Bengaluru",Jogupalya,89,2010-10-01T00:00:00,301.5519104,289.0961609
"0 DK Lane, Anchepet, Chickpet, Bengaluru",Chickpete,109,2010-10-01T00:00:00,301.5519104,289.0961609
"200 12th Main Road, Keshava Nagar, Binnipete, Bengaluru",Cottonpete,120,2010-10-01T00:00:00,301.5519104,289.0961609
"0 5th A Cross Road, Mariyappanapalya, Binnipete, Bengaluru",Binnipete,121,2010-10-01T00:00:00,301.5519104,289.0961609
"U/65/1, Malleshwaram West, Bengaluru",Dattatreya Temple,77,2010-10-01T00:00:00,301.5388461,289.0728492
"24, RK Puram, Gandhi Nagar, Bengaluru",Gandhinagar,94,2010-10-01T00:00:00,301.5519104,289.0961609
"Bangalore City Junction Railway, M.G. Railway Colony, Sevashrama, Bengaluru",Subhash Nagar,95,2010-10-01T00:00:00,301.5519104,289.0961609
"0 3rd Cross Road, 4N Block, Ramchandrapuram, Srirampura, Bengaluru",Okalipuram,96,2010-10-01T00:00:00,301.5519104,289.0961609
"22/A, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",Basaveshwara Nagar,100,2010-10-01T00:00:00,301.5519104,289.0961609
"0 4th Main Road, KHB Colony, Basaveshwar Nagar, Bengaluru",Kamakshipalya,101,2010-10-01T00:00:00,301.5519104,289.0961609
"Umamaheshwara Niwas, Bovi Colony, Basaveshwar Nagar, Bengaluru",Shivanagara,107,2010-10-01T00:00:00,301.5519104,289.0961609
"0 6th Cross Road, 4th M Block, Manjunath Nagar, Rajaji Nagar, Bengaluru",Sriramamandir,108,2010-10-01T00:00:00,301.5519104,289.0961609
"1400 6th Cross Road, Bashyam Nagar, Dayananda Nagar, Rajaji Nagar, Bengaluru",Dayananda Nagar,97,2010-10-01T00:00:00,301.5519104,289.0961609
"G/10, Mariappanapalya, Rajaji Nagar, Bengaluru",Prakash Nagar,98,2010-10-01T00:00:00,301.5519104,289.0961609
"0 12th Main Road, 2nd Block, Basaveshwar Nagar, Bengaluru",Rajaji Nagar,99,2010-10-01T00:00:00,301.5519104,289.0961609
"400 13th Cross Road, Govindaraja Nagar Ward, Cauvery Nagar, Vijaya Nagar, Bengaluru",Kaveripura,103,2010-10-01T00:00:00,301.5519104,289.0961609
"1700 5th Main Road, Govindaraja Nagar Ward, Govindarajanagar, Vijaya Nagar, Bengaluru",Govindaraja Nagar,104,2010-10-01T00:00:00,301.5519104,289.0961609
"0 17th A Cross Road, Agrahara Dasarahalli, Rajaji Nagar, Bengaluru",Agrahara Dasarahalli,105,2010-10-01T00:00:00,301.5519104,289.0961609
"Colorado, Rajaji Nagar Industrial Town, Rajaji Nagar, Bengaluru",Dr. Raj Kumar Ward,106,2010-10-01T00:00:00,301.5519104,289.0961609
"0 16th Main Road, CHBS Layout, Stage 2, Vijaya Nagar, Bengaluru",Marenahalli,125,2010-10-01T00:00:00,301.5519104,289.0961609
"200 6th Cross Road, Govindaraja Nagar Ward, GKW Layout, Vijaya Nagar, Bengaluru",Maruthi Mandir ward,126,2010-10-01T00:00:00,301.5519104,289.0961609
"0 Manjunatha Talkies Road, Sanjivini Nagara, Govindarajanagar, Vijaya Nagar, Bengaluru",Mudalapalya,127,2010-10-01T00:00:00,301.5519104,289.0961609
"1600 14th Cross Road, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout, Bengaluru",Nagarabhavi,128,2010-10-01T00:00:00,301.5519104,289.0961609
"0 Nayandahalli Main Road, Vinayaka Extension, Nayanda Halli, Bengaluru",Nayandahalli,131,2010-10-01T00:00:00,301.5519104,289.0961609
"0 5th Main Road, Kempapura Agrahara, Bengaluru",Kempapura Agrahara,122,2010-10-01T00:00:00,301.5519104,289.0961609
"1100 2nd Main Road, Hoshalli Extension, Stage 1, Vijaya Nagar, Bengaluru",Vijayanagar,123,2010-10-01T00:00:00,301.5519104,289.0961609
"2300 9th Cross Road, Hampi Nagar, Stage 1, Vijaya Nagar, Bengaluru",Hosahalli,124,2010-10-01T00:00:00,301.5519104,289.0961609
"0 2nd Cross Road, Basaveshawara HBCS Layout 2nd Stage, Chandra Layout, Attiguppe, Bengaluru",Attiguppe,132,2010-10-01T00:00:00,301.5519104,289.0961609
"400 4th Cross Road, Vijaya Nagar II Stage, Vijaya Nagar, Bengaluru",Hampi Nagar,133,2010-10-01T00:00:00,301.5519104,289.0961609
"0 F Street, New Guddadahalli, Bapuji Nagar, Bengaluru",Bapuji Nagar,134,2010-10-01T00:00:00,301.5519104,289.0961609
"0 4th Cross Road, Telecom Colony, Srinagar, Banashankari, Bengaluru",Gali Anjenaya Temple ward,157,2010-10-01T00:00:00,301.5519104,289.0961609
"300 Mysore Road, Muthachari Industrial Estate, Deepanjali Nagar, Bengaluru",Deepanjali Nagar,158,2010-10-01T00:00:00,301.5519104,289.0961609
"0 11th C Cross Road, Vinayaka Nagar, Padarayana Pura, Bengaluru",Padarayanapura,135,2010-10-01T00:00:00,301.5519104,289.0961609
"0 1st Main Road, Devaraj URS Nagar, Padarayana Pura, Bengaluru",Jagajivanaramnagar,136,2010-10-01T00:00:00,301.5519104,289.0961609
"0 Chowdappa Road, Cobaley Colony, Azad Nagar, Bengaluru",Rayapuram,137,2010-10-01T00:00:00,301.5519104,289.0961609
"100 5th Cross Road, Anjanappa Gardens, Cottonpete, Bengaluru",Chalavadipalya,138,2010-10-01T00:00:00,301.5519104,289.0961609
"0 2nd Main Road, New Tharagupet, Bengaluru",K R Market,139,2010-10-01T00:00:00,301.5519104,289.0961609
"100 7th Cross Road, Chamrajpet, Bengaluru",Chamrajapet,140,2010-10-01T00:00:00,301.5519104,289.0961609
"165, Vittal Nagar, Kasthuriba Nagar, Azad Nagar, Bengaluru",Azad Nagar,141,2010-10-01T00:00:00,301.5519104,289.0961609
"3rd Cross Road, Sampangi Rama Nagar, Bengaluru",Sudham Nagara,118,2010-10-01T00:00:00,301.5519104,289.0961609
"59, Kalasipalyam New Extension, Kalasipalya, Bengaluru",Dharmaraya Swamy Temple,119,2010-10-01T00:00:00,301.5519104,289.0961609
"Vaibhav Apartments, Gandhi Bazaar Main Road, Gandhi Bazaar, Basavanagudi, Bengaluru",Sunkenahalli,142,2010-10-01T00:00:00,301.5519104,289.0961609
"0 KP Ramaiya Road, Upparahalli, Mavalli, Bengaluru",Vishveshwara Puram,143,2010-10-01T00:00:00,301.5519104,289.0961609
"Raja Niwas, 7th Cross Road, Arekempanahalli, Mavalli, Bengaluru",Siddapura,144,2010-10-01T00:00:00,301.5519104,289.0961609
"0 16th Cross Road, Lakkasandra Extension, Wilson Garden, Bengaluru",Hombegowda Nagara,145,2010-10-01T00:00:00,301.5519104,289.0961609
"Nimhans Campus Road, RBI Extension, Hombegowda Nagar, Bengaluru",Jayanagar,153,2010-10-01T00:00:00,301.5519104,289.0961609
"Ueda Priya House, Tara Subba Rao Road, Gavipura, Kempegowda Nagar, Bengaluru",Hanumanth Nagar,155,2010-10-01T00:00:00,301.5519104,289.0961609
"12, Srinagar, Banashankari, Bengaluru",Srinagar,156,2010-10-01T00:00:00,301.5519104,289.0961609
"0 Subbarama Chetty Road, NR Colony, Basavanagudi, Bengaluru",Basavanagudi,154,2010-10-01T00:00:00,301.5519104,289.0961609
"Mandhara Niwas, 1st phase Girinagar, Banashankari Stage I, Banashankari, Bengaluru",Girinagar,162,2010-10-01T00:00:00,301.5519104,289.0961609
"0 1st Cross Road, 4th Block, Banashankari 3rd Stage, Banashankari, Bengaluru",Katriguppe,163,2010-10-01T00:00:00,301.5519104,289.0961609
"6th Cross Road, Ashok Nagar, Banashankari Stage I, Banashankari, Bengaluru",Vidyapeeta ward,164,2010-10-01T00:00:00,301.5519104,289.0961609
"Sushma Nilayam, 6th Main Road, Hrushikesh Nagar, Dattatreya Nagar, Hosakerehalli, Bengaluru",Hosakerehalli,161,2010-10-01T00:00:00,301.5519104,289.0961609
"BDA Shopping Complex, 24th Cross Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru",Ganesh Mandir ward,165,2010-10-01T00:00:00,301.5519104,289.0961609
"300 6th Cross Road, 1st Block, 7th Block, Jayanagar, Bengaluru",Karisandra,166,2010-10-01T00:00:00,301.5519104,289.0961609
"30/2, Sakamma Garden, Jayanagar, Bengaluru",Yediyur,167,2010-10-01T00:00:00,301.5519104,289.0961609
"200 4th Cross Road, Umarbagh Layout, Banashankari, Bengaluru",Banashankari Temple ward,180,2010-10-01T00:00:00,301.5519104,289.0961609
"1700 Vyasaraya Ballal Road, Kumaraswamy Layout I Stage, Bengaluru",Kumaraswamy Layout,181,2010-10-01T00:00:00,301.5519104,289.0961609
"100 2nd Main Road, Rajathadri Kalayana Mantappa, Padmanabhanagar, Bengaluru",Padmanabha Nagar,182,2010-10-01T00:00:00,301.5519104,289.0961609
"0 9th Cross Road, Rangadasapp Layout, Pukhraj Layout, Adugodi, Ad",Lakkasandra,146,2010-10-01T00:00:00,301.5519104,289.0961609
"900 Adugodi Main Road, Audugodi Police Quarters, Adugodi, Bengaluru",Adugodi,147,2010-10-01T00:00:00,301.5519104,289.0961609
"26, Gowda Muniswamy Garden, Ejipura, Bengaluru",Ejipura,148,2010-10-01T00:00:00,301.5519104,289.0961609
"Prem Complex, Koramangala 3 Block, Koramangala, Bengaluru",Koramangala,151,2010-10-01T00:00:00,301.5519104,289.0961609
"0 3rd Main Road, Bharathi Layout, Venkateshwara Layout, Suddagunte Palya, Bengaluru",Suddagunte Palya,152,2010-10-01T00:00:00,301.5519104,289.0961609
"0 34th Main Road, 1st Phase, JP Nagar, Bengaluru",Sarakki,178,2010-10-01T00:00:00,301.5519104,289.0961609
"0 8th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru",Jakkasandra,173,2010-10-01T00:00:00,301.5519104,289.0961609
"1100 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bengaluru",BTM Layout,176,2010-10-01T00:00:00,301.5519104,289.0961609
"Raghva Niwas, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru",Pattabhiram Nagar,168,2011-01-01T00:00:00,304.8805237,286.2267456
"100 16 A Main Road, Canara Bank Colony, Jayanagar 3rd Block East, Jayanagar, Bengaluru",Byrasandra,169,2011-01-01T00:00:00,304.8805237,286.2267456
"725-44, TMC Layout, 1st Phase, JP Nagar, Bengaluru",Shakambari Nagar,179,2011-01-01T00:00:00,304.8805237,286.2267456
"State Highway 35, Devasthanagalu, Gunjur Village, Bengaluru",Varthuru,149,2011-01-01T00:00:00,304.8363229,286.169066
"Bellandur - Doddakannelli Road, Adarsh Palm Retreat, Bellandur, Bengaluru",Bellanduru,150,2011-01-01T00:00:00,304.8805237,286.2267456
"300 5B Road, Shivaji Nagar, Basavanna Nagar, Whitefield, Bengaluru",Garudachar Playa,82,2011-01-01T00:00:00,304.8805237,286.2267456
"Patalamma Layout, V S Reddy Colony, Kadugodi, Bengaluru",Kadugodi,83,2011-01-01T00:00:00,304.7516516,286.0564893
"M4, Phase 1, Whitefield, Bengaluru",Hagadur,84,2011-01-01T00:00:00,304.7964965,286.1170946
"Shriram Spurthi, Road, Sri Nivasa Reddy Layout, AECS Layout, Brookefield, Bengaluru",Dodda Nekkundi,85,2011-01-01T00:00:00,304.8805237,286.2267456
"2200 15th B Cross Road, Vanganahalli, 1st Sector, HSR Layout, Bengaluru",HSR Layout,174,2011-01-01T00:00:00,304.8805237,286.2267456
"200 4th A Main Road, Roopena Agrahara, Bommanahalli, Bengaluru",Bommanahalli,175,2011-01-01T00:00:00,304.8805237,286.2267456
"Raj Kumar Statue Road, Jarganahalli, JP Nagar Phase 6, JP Nagar, Bengaluru",Jaraganahalli,186,2011-01-01T00:00:00,304.8805237,286.2267456
"0 5th Cross Road, 5th Phase, T Muniyappa Layout, Sahyadri Layout, Bengaluru",Puttenahalli,187,2011-01-01T00:00:00,304.8805237,286.2267456
"100 Devarachikkanahalli Road, Shanbogh Naggappa Layout, Vijaya Bank Layout, Bilekahalli, Bengaluru",Bilekhalli,188,2011-01-01T00:00:00,304.8805237,286.2267456
"0 2nd Cross Road, Hongasandra, Bengaluru",Hongasandra,189,2011-01-01T00:00:00,304.8805237,286.2267456
"100 11th Main Road, Hosapalaya, Muneshwara Nagar, Bengaluru",Mangammanapalya,190,2011-01-01T00:00:00,304.8805237,286.2267456
"Unnamed Road, Sai Meadows, Parappana Agrahara, Bengaluru",Singasandra,191,2011-01-01T00:00:00,304.8805237,286.2267456
"100 Hulimavu Lake Road, Krishna Layout, Hulimavu, Bengaluru",Arakere,193,2011-01-01T00:00:00,304.8805237,286.2267456
"4th Cross Road, Jayanagar housing society layout, Subramanyapura, Bengaluru",Uttarahalli,184,2011-01-01T00:00:00,304.8805237,286.2267456
"300 9th Cross Road, Prathiba Industrial Estate, Kumaraswamy Layout, Bengaluru",Yelchenahalli,185,2011-01-01T00:00:00,304.8805237,286.2267456
"469/2, Begur, Bengaluru",Begur,192,2011-01-01T00:00:00,304.8805237,286.2267456
"1st G Cross, Royal Lake Front Phase1 and 2, Gottigere, Bengaluru",Gottigere,194,2011-01-01T00:00:00,304.8805237,286.2267456
"0 1st Main Road, Sheryas Colony, 8th Phase, JP Nagar, Bengaluru",Konankunte,195,2011-01-01T00:00:00,304.8805237,286.2267456
"Anjanapura 80 Feet Road, Anjanapura Village, Anjanapura Township, Bengaluru",Anjanapura,196,2011-01-01T00:00:00,304.8805237,286.2267456
"NITTE Meenakshi College Road, BSF Campus, Yelahanka, Bengaluru",Kempegowda Ward,1,2011-01-01T00:00:00,304.6757202,285.7383118
"0 Kithaganur Main Road, Thambu Chetty Palya, Battarahalli, Bengaluru",K R Puram,52,2011-01-01T00:00:00,304.6757202,285.7383118
"300 8th A Cross Road, Health Layout, Chandrashekhara Layout, Annapurneshwari Nagar, Bengaluru",Jnana Bharathi ward,129,2011-01-01T00:00:00,304.9750996,286.3378241
"400 East End Main Road, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru",Jayanagar East,170,2011-01-01T00:00:00,304.8805237,286.2267456
"0 F Cross Road, Krishnappa Garden, 1st Stage, BTM Layout, Bengaluru",Gurappanapalya,171,2011-01-01T00:00:00,304.8805237,286.2267456
"500 1st Main Road, Bhuvaneshwari Nagar, Banashankari, Bengaluru",Chikkalsandra,183,2011-01-01T00:00:00,304.8805237,286.2267456
